SubmissionDate,starttime,endtime,deviceid,devicephonenum,username,device_info,duration,caseid,Date,Enumerator,Hospital,Diet,Breakfast,Lunch,Dinner,Male,Female,a9_4,a5_13,a14_18,a19_25,a25_,k1,w2,s3,e4,n5,instanceID,formdef_version,KEY
"6/7/2025, 7:29:09 PM","6/7/2025, 7:27:28 PM","6/7/2025, 7:28:30 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),62,,6/7/2025,6,4,6,4,4,4,2,2,0,0,0,0,4,4,0,0,0,0,uuid:ba18bff0-c068-4754-ae10-44dfdd144eb1,2505131025,uuid:ba18bff0-c068-4754-ae10-44dfdd144eb1
"6/7/2025, 9:24:36 PM","6/7/2025, 9:19:38 PM","6/7/2025, 9:20:43 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),65,,6/7/2025,1,1,6,3,3,3,1,2,0,0,0,0,3,3,0,0,0,0,uuid:2387a581-66c8-4129-a733-45d7718e3250,2505131025,uuid:2387a581-66c8-4129-a733-45d7718e3250
"6/7/2025, 9:24:36 PM","6/7/2025, 9:21:40 PM","6/7/2025, 9:24:27 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),166,,6/7/2025,1,1,2,0,94,79,0,94,0,0,0,3,91,65,0,1,26,2,uuid:b5018bd7-5080-4c92-b26a-e98c524d9f18,2505131025,uuid:b5018bd7-5080-4c92-b26a-e98c524d9f18
"6/7/2025, 9:28:38 PM","6/7/2025, 9:25:13 PM","6/7/2025, 9:27:07 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),114,,6/7/2025,1,1,3,7,41,38,28,13,0,0,0,2,39,26,0,1,10,4,uuid:d2d99bfb-db83-4af9-b389-929ed01de1ae,2505131025,uuid:d2d99bfb-db83-4af9-b389-929ed01de1ae
"6/7/2025, 9:28:38 PM","6/7/2025, 9:27:23 PM","6/7/2025, 9:28:32 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),69,,6/7/2025,1,1,4,4,8,8,6,2,0,0,0,1,7,6,0,0,2,0,uuid:76e18b7d-6090-41b2-84cc-a979a7c17ea8,2505131025,uuid:76e18b7d-6090-41b2-84cc-a979a7c17ea8
"6/8/2025, 2:38:06 AM","6/8/2025, 2:36:46 AM","6/8/2025, 2:37:55 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),69,,6/7/2025,2,0,3,0,36,36,20,16,0,0,0,16,20,10,11,5,0,10,uuid:8da0ab98-4c6d-4ec8-bcb5-e0dab40e2c79,2505051442,uuid:8da0ab98-4c6d-4ec8-bcb5-e0dab40e2c79
"6/8/2025, 2:38:06 AM","6/8/2025, 2:35:57 AM","6/8/2025, 2:36:44 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),47,,6/7/2025,2,0,2,0,20,30,0,20,0,0,0,15,5,15,2,3,0,0,uuid:0bdc26a3-58ba-4a28-a5d5-ad649c6610f8,2505051442,uuid:0bdc26a3-58ba-4a28-a5d5-ad649c6610f8
"6/8/2025, 2:38:07 AM","6/8/2025, 2:34:19 AM","6/8/2025, 2:35:54 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),95,,6/7/2025,2,0,1,0,55,52,25,30,32,13,10,0,0,18,20,7,5,5,uuid:4285459d-0dda-48ff-8062-f508678f772f,2505051442,uuid:4285459d-0dda-48ff-8062-f508678f772f
"6/8/2025, 8:34:27 PM","6/8/2025, 8:15:04 PM","6/8/2025, 8:16:07 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),62,,6/8/2025,6,4,1,0,7,7,3,4,7,0,0,0,0,6,0,1,0,0,uuid:e2372310-6716-45a1-aeb8-75468ecc9a66,2505131025,uuid:e2372310-6716-45a1-aeb8-75468ecc9a66
"6/8/2025, 8:34:27 PM","6/8/2025, 8:16:37 PM","6/8/2025, 8:19:52 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),194,,6/8/2025,6,4,2,0,15,15,0,15,0,0,1,3,12,10,1,3,1,0,uuid:17fee56a-c5b0-4435-b1e0-7bd46e345e6c,2505131025,uuid:17fee56a-c5b0-4435-b1e0-7bd46e345e6c
"6/8/2025, 8:34:28 PM","6/8/2025, 8:20:34 PM","6/8/2025, 8:28:33 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),478,,6/8/2025,6,4,3,3,15,15,6,9,0,0,0,10,5,11,2,1,1,0,uuid:7310c618-41f2-4d2e-8386-31ab57ae7010,2505131025,uuid:7310c618-41f2-4d2e-8386-31ab57ae7010
"6/8/2025, 8:34:28 PM","6/8/2025, 8:28:56 PM","6/8/2025, 8:31:21 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),145,,6/8/2025,6,4,4,0,7,7,5,2,0,0,0,0,7,6,0,1,0,0,uuid:08f03b3c-a6ed-44f9-b19e-87ad75bb53bb,2505131025,uuid:08f03b3c-a6ed-44f9-b19e-87ad75bb53bb
"6/8/2025, 8:34:28 PM","6/8/2025, 8:31:33 PM","6/8/2025, 8:33:18 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),105,,6/8/2025,6,4,5,0,4,4,1,3,0,0,0,1,3,4,0,0,0,0,uuid:493c32b6-46a2-48f7-8a96-2cde18969748,2505131025,uuid:493c32b6-46a2-48f7-8a96-2cde18969748
"6/8/2025, 8:34:29 PM","6/8/2025, 8:33:24 PM","6/8/2025, 8:34:19 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),55,,6/8/2025,6,4,6,4,4,4,2,2,0,0,0,0,4,4,0,0,0,0,uuid:8ea6cf6b-1586-44e9-a8f1-39f07db4b94a,2505131025,uuid:8ea6cf6b-1586-44e9-a8f1-39f07db4b94a
"6/9/2025, 7:07:26 PM","6/9/2025, 7:00:23 PM","6/9/2025, 7:04:04 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),220,,6/9/2025,7,3,2,0,62,44,0,62,0,0,2,49,11,56,0,3,0,3,uuid:26e6d3c6-6f75-447e-b648-5a45aafe636b,2505131025,uuid:26e6d3c6-6f75-447e-b648-5a45aafe636b
"6/9/2025, 7:07:27 PM","6/9/2025, 7:04:12 PM","6/9/2025, 7:06:23 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),131,,6/9/2025,7,3,1,7,21,15,6,15,16,3,2,0,0,21,0,0,0,0,uuid:d2fd4a5e-5382-466e-9606-7780bcba1fdf,2505131025,uuid:d2fd4a5e-5382-466e-9606-7780bcba1fdf
"6/9/2025, 7:07:27 PM","6/9/2025, 7:06:27 PM","6/9/2025, 7:07:13 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),46,,6/9/2025,7,3,3,1,2,0,2,0,1,0,1,0,0,2,0,0,0,0,uuid:e924bd15-4bd0-4448-a4f4-e6e8aee2ca4a,2505131025,uuid:e924bd15-4bd0-4448-a4f4-e6e8aee2ca4a
"6/9/2025, 8:50:08 PM","6/9/2025, 8:33:39 PM","6/9/2025, 8:35:08 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),89,,6/9/2025,6,4,1,0,7,7,5,2,5,1,1,0,0,6,0,0,0,1,uuid:d487305f-57c8-40a0-977d-2942458ba7db,2505131025,uuid:d487305f-57c8-40a0-977d-2942458ba7db
"6/9/2025, 8:50:08 PM","6/9/2025, 8:35:14 PM","6/9/2025, 8:37:15 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),122,,6/9/2025,6,4,2,0,19,19,0,19,0,0,0,5,14,18,0,1,0,0,uuid:980e3051-ed8c-4a11-a103-8e1e7af2469e,2505131025,uuid:980e3051-ed8c-4a11-a103-8e1e7af2469e
"6/9/2025, 8:50:09 PM","6/9/2025, 8:37:30 PM","6/9/2025, 8:40:45 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),195,,6/9/2025,6,4,3,3,13,13,8,5,0,0,0,0,13,9,1,1,1,1,uuid:bc8adb76-5c5e-45ed-84c0-bcd6da1c1d7e,2505131025,uuid:bc8adb76-5c5e-45ed-84c0-bcd6da1c1d7e
"6/9/2025, 8:50:09 PM","6/9/2025, 8:41:45 PM","6/9/2025, 8:42:39 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),54,,6/9/2025,6,4,4,0,7,7,5,2,0,0,0,0,7,6,0,1,0,0,uuid:3a48c68c-ace6-48c4-a7d7-c2fdb829c909,2505131025,uuid:3a48c68c-ace6-48c4-a7d7-c2fdb829c909
"6/9/2025, 8:50:09 PM","6/9/2025, 8:42:46 PM","6/9/2025, 8:46:22 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),216,,6/9/2025,6,4,5,0,4,4,1,3,0,0,0,1,3,3,0,0,1,0,uuid:53effcc3-a654-4f4a-b323-2b430aefa704,2505131025,uuid:53effcc3-a654-4f4a-b323-2b430aefa704
"6/9/2025, 8:50:10 PM","6/9/2025, 8:46:56 PM","6/9/2025, 8:49:57 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),181,,6/9/2025,6,4,6,4,4,4,2,2,0,0,0,0,4,4,0,0,0,0,uuid:16dbb27a-f2f3-4c95-a6cd-53f14da03329,2505131025,uuid:16dbb27a-f2f3-4c95-a6cd-53f14da03329
"6/10/2025, 7:35:54 AM","6/10/2025, 7:32:41 AM","6/10/2025, 7:34:28 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),107,,6/9/2025,2,0,2,0,40,23,0,40,0,0,0,25,15,26,10,4,0,0,uuid:ba0ed646-f54a-4011-87a4-5c6c2a93238c,2505051442,uuid:ba0ed646-f54a-4011-87a4-5c6c2a93238c
"6/10/2025, 7:35:55 AM","6/10/2025, 7:25:04 AM","6/10/2025, 7:32:38 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),443,,6/9/2025,2,0,1,0,55,55,25,30,29,20,6,0,0,20,20,10,0,5,uuid:c6d88fec-9a60-4664-abe5-afd463d3e533,2505051442,uuid:c6d88fec-9a60-4664-abe5-afd463d3e533
"6/10/2025, 7:36:00 AM","6/10/2025, 7:34:31 AM","6/10/2025, 7:35:49 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),78,,6/9/2025,2,0,3,0,32,30,20,12,0,0,0,20,12,6,10,10,0,10,uuid:00700eb0-f324-4cc9-8686-89d79f39a789,2505051442,uuid:00700eb0-f324-4cc9-8686-89d79f39a789
"6/10/2025, 8:37:01 AM","6/10/2025, 8:18:54 AM","6/10/2025, 8:19:50 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),56,,6/9/2025,1,1,4,3,8,8,6,2,0,0,0,0,8,7,0,0,1,0,uuid:20b10bd2-c1f2-4584-8b8c-cfefe0e9a557,2505131025,uuid:20b10bd2-c1f2-4584-8b8c-cfefe0e9a557
"6/10/2025, 8:37:02 AM","6/10/2025, 8:20:48 AM","6/10/2025, 8:22:00 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),71,,6/9/2025,1,1,1,2,20,14,13,7,15,5,0,0,0,14,0,0,6,0,uuid:9ded3075-b05c-4128-8e48-737ef3e739e2,2505131025,uuid:9ded3075-b05c-4128-8e48-737ef3e739e2
"6/10/2025, 8:37:02 AM","6/10/2025, 8:35:13 AM","6/10/2025, 8:36:55 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),101,,6/9/2025,1,1,2,0,97,82,0,97,0,0,0,6,91,60,0,2,31,4,uuid:01b994a4-d13a-4b77-bb27-9807bc228336,2505131025,uuid:01b994a4-d13a-4b77-bb27-9807bc228336
"6/10/2025, 8:38:14 AM","6/10/2025, 8:37:12 AM","6/10/2025, 8:38:06 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),54,,6/9/2025,1,1,6,3,3,3,1,2,0,0,0,1,2,3,0,0,0,0,uuid:2d31b299-f6b9-4710-8974-6d63e3611a04,2505131025,uuid:2d31b299-f6b9-4710-8974-6d63e3611a04
"6/10/2025, 7:06:05 PM","6/10/2025, 7:02:37 PM","6/10/2025, 7:06:03 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),188,,6/10/2025,7,3,1,9,21,14,6,15,14,5,2,0,0,21,0,0,0,0,uuid:cc71495e-0d4d-489c-a3bf-77267bcf7874,2505131025,uuid:cc71495e-0d4d-489c-a3bf-77267bcf7874
"6/10/2025, 7:12:07 PM","6/10/2025, 7:06:08 PM","6/10/2025, 7:12:05 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),315,,6/10/2025,7,3,2,0,62,49,0,62,0,0,2,41,19,51,0,5,0,6,uuid:32bc9601-186a-455e-a1c2-6e5a27076bad,2505131025,uuid:32bc9601-186a-455e-a1c2-6e5a27076bad
"6/10/2025, 7:13:05 PM","6/10/2025, 7:12:11 PM","6/10/2025, 7:13:05 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),54,,6/10/2025,7,3,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,uuid:7bd5a96a-6f02-4daf-8452-8bc8393e1bd1,2505131025,uuid:7bd5a96a-6f02-4daf-8452-8bc8393e1bd1
"6/10/2025, 10:34:01 PM","6/10/2025, 10:09:10 PM","6/10/2025, 10:12:51 PM",8f95c3041617bd5e,,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),221,,6/10/2025,6,4,1,0,7,7,4,3,3,3,1,0,0,5,0,1,0,1,uuid:46b9ae79-7f08-44be-ab35-18e01a0f19bd,2505051442,uuid:46b9ae79-7f08-44be-ab35-18e01a0f19bd
"6/10/2025, 10:34:01 PM","6/10/2025, 10:12:55 PM","6/10/2025, 10:16:18 PM",8f95c3041617bd5e,,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),203,,6/10/2025,6,4,2,0,15,15,0,15,0,0,0,4,16,19,0,1,0,0,uuid:61401905-a9c4-48cf-a12b-d4cd74618c73,2505051442,uuid:61401905-a9c4-48cf-a12b-d4cd74618c73
"6/10/2025, 10:34:01 PM","6/10/2025, 10:16:21 PM","6/10/2025, 10:21:59 PM",8f95c3041617bd5e,,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),338,,6/10/2025,6,4,3,3,20,20,9,11,0,0,0,1,19,14,1,3,1,1,uuid:e945ed2a-106c-4c83-b597-4e5c366fdc1e,2505051442,uuid:e945ed2a-106c-4c83-b597-4e5c366fdc1e
"6/10/2025, 10:34:02 PM","6/10/2025, 10:22:03 PM","6/10/2025, 10:27:14 PM",8f95c3041617bd5e,,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),310,,6/10/2025,6,4,4,0,7,7,5,2,0,0,0,0,7,6,0,1,0,8,uuid:b5613545-bf20-4bbe-b121-bf16a5bdcdf6,2505051442,uuid:b5613545-bf20-4bbe-b121-bf16a5bdcdf6
"6/10/2025, 10:34:02 PM","6/10/2025, 10:27:18 PM","6/10/2025, 10:28:21 PM",8f95c3041617bd5e,,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),63,,6/10/2025,6,4,5,0,2,2,0,2,0,0,0,0,2,1,0,1,0,0,uuid:ab77f410-ad98-4d5e-a41c-77f7d00ba882,2505051442,uuid:ab77f410-ad98-4d5e-a41c-77f7d00ba882
"6/10/2025, 10:34:02 PM","6/10/2025, 10:28:25 PM","6/10/2025, 10:33:52 PM",8f95c3041617bd5e,,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),300,,6/10/2025,6,4,6,4,4,4,2,2,0,0,0,1,3,3,0,1,0,0,uuid:72f5b45d-824b-4395-bedb-b0096cdad59d,2505051442,uuid:72f5b45d-824b-4395-bedb-b0096cdad59d
"6/11/2025, 9:12:57 AM","6/10/2025, 8:38:23 AM","6/10/2025, 7:06:34 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),50,,6/10/2025,1,1,6,3,3,3,1,2,0,0,0,0,3,3,0,0,0,0,uuid:689c69a5-9062-4b62-ad04-065f453e0de6,2505131025,uuid:689c69a5-9062-4b62-ad04-065f453e0de6
"6/11/2025, 9:12:58 AM","6/10/2025, 8:38:44 AM","6/10/2025, 7:16:53 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),66,,6/10/2025,1,1,4,3,8,8,6,2,0,0,0,0,8,5,0,0,3,0,uuid:62545ae7-d15c-4bf9-bf3d-9edf1b4e8601,2505131025,uuid:62545ae7-d15c-4bf9-bf3d-9edf1b4e8601
"6/11/2025, 9:12:58 AM","6/11/2025, 8:09:26 AM","6/11/2025, 8:12:42 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),195,,6/10/2025,1,1,2,0,98,81,0,98,0,0,0,8,90,62,0,1,32,3,uuid:4c433d47-da0f-47df-9a5a-420b6565636c,2505131025,uuid:4c433d47-da0f-47df-9a5a-420b6565636c
"6/11/2025, 9:12:59 AM","6/11/2025, 8:13:21 AM","6/11/2025, 8:16:31 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),166,,6/10/2025,1,1,3,5,41,38,28,13,0,0,0,4,37,25,0,2,11,3,uuid:7ac9ffec-2ea1-40b9-a0e7-19d9921c4a3d,2505131025,uuid:7ac9ffec-2ea1-40b9-a0e7-19d9921c4a3d
"6/11/2025, 6:31:42 PM","6/11/2025, 6:23:59 PM","6/11/2025, 6:31:40 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),265,,6/11/2025,7,3,1,9,21,9,6,15,12,8,1,0,0,21,0,0,0,0,uuid:f896f570-7910-4c49-a9d2-f71fd63e90f5,2505131025,uuid:f896f570-7910-4c49-a9d2-f71fd63e90f5
"6/11/2025, 6:33:38 PM","6/11/2025, 6:31:53 PM","6/11/2025, 6:33:37 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),104,,6/11/2025,7,3,2,0,62,42,0,62,0,0,3,42,17,50,0,6,0,6,uuid:a6bf44eb-23f1-41fc-b508-b87d5cbd2718,2505131025,uuid:a6bf44eb-23f1-41fc-b508-b87d5cbd2718
"6/11/2025, 6:34:29 PM","6/11/2025, 6:33:42 PM","6/11/2025, 6:34:28 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),46,,6/11/2025,7,3,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,uuid:f5e689df-350a-4d16-98a9-c7f7f7b024ca,2505131025,uuid:f5e689df-350a-4d16-98a9-c7f7f7b024ca
"6/11/2025, 8:19:52 PM","6/11/2025, 7:54:04 PM","6/11/2025, 7:57:35 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),211,,6/11/2025,6,4,1,0,8,8,7,1,6,2,1,0,0,6,0,1,0,1,uuid:5f12cf17-a683-41ea-9444-3e93eb903231,2505131025,uuid:5f12cf17-a683-41ea-9444-3e93eb903231
"6/11/2025, 8:19:53 PM","6/11/2025, 7:57:52 PM","6/11/2025, 8:02:47 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),296,,6/11/2025,6,4,2,0,21,21,0,21,0,0,0,2,19,18,0,2,0,1,uuid:60c553b7-f1a5-45d2-83f2-fa6fa0c638a1,2505131025,uuid:60c553b7-f1a5-45d2-83f2-fa6fa0c638a1
"6/11/2025, 8:19:53 PM","6/11/2025, 8:02:53 PM","6/11/2025, 8:08:34 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),341,,6/11/2025,6,4,3,3,19,19,10,9,0,0,0,0,19,15,2,1,0,1,uuid:41d5f9b1-712c-4f8c-971e-b2f0d10767d0,2505131025,uuid:41d5f9b1-712c-4f8c-971e-b2f0d10767d0
"6/11/2025, 8:19:53 PM","6/11/2025, 8:08:44 PM","6/11/2025, 8:13:37 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),293,,6/11/2025,6,4,4,0,7,7,6,1,0,0,0,0,7,2,1,4,0,0,uuid:d58b34dc-69fe-49d7-a082-e2005c530aef,2505131025,uuid:d58b34dc-69fe-49d7-a082-e2005c530aef
"6/11/2025, 8:19:54 PM","6/11/2025, 8:14:19 PM","6/11/2025, 8:16:20 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),121,,6/11/2025,6,4,5,0,2,2,0,2,0,0,0,0,2,1,0,0,1,0,uuid:4110b556-c5c0-4d24-9dbd-74ab0d87df57,2505131025,uuid:4110b556-c5c0-4d24-9dbd-74ab0d87df57
"6/11/2025, 8:19:54 PM","6/11/2025, 8:16:28 PM","6/11/2025, 8:19:44 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),196,,6/11/2025,6,4,6,4,4,4,1,3,0,0,0,0,4,3,0,1,0,0,uuid:bc4ced0d-32c3-4f76-bd65-ba5a85668d87,2505131025,uuid:bc4ced0d-32c3-4f76-bd65-ba5a85668d87
"6/12/2025, 5:50:39 AM","6/12/2025, 5:49:31 AM","6/12/2025, 5:50:34 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),62,,6/11/2025,2,0,2,0,24,25,0,25,0,0,0,15,9,15,5,4,0,0,uuid:a5662d6f-d5f9-4ca9-8fe6-ce85dbe64277,2505051442,uuid:a5662d6f-d5f9-4ca9-8fe6-ce85dbe64277
"6/12/2025, 5:50:39 AM","6/12/2025, 5:48:22 AM","6/12/2025, 5:49:29 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),67,,6/11/2025,2,0,1,0,60,52,32,28,45,15,0,0,0,20,15,20,2,3,uuid:0729ff11-4855-416f-ad90-77ea42ca104a,2505051442,uuid:0729ff11-4855-416f-ad90-77ea42ca104a
"6/12/2025, 8:25:12 AM","6/12/2025, 8:04:43 AM","6/12/2025, 8:07:43 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),179,,6/11/2025,1,1,2,0,99,78,0,99,0,0,0,8,91,62,0,2,31,4,uuid:156e4d8c-4d85-49c6-814d-c25c1078adb3,2505131025,uuid:156e4d8c-4d85-49c6-814d-c25c1078adb3
"6/12/2025, 8:25:12 AM","6/12/2025, 8:20:22 AM","6/12/2025, 8:21:48 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),86,,6/11/2025,1,1,1,3,22,19,14,8,16,6,0,0,0,18,0,0,4,0,uuid:320c13b5-f2a9-4744-a202-3c294f791f3a,2505131025,uuid:320c13b5-f2a9-4744-a202-3c294f791f3a
"6/12/2025, 8:25:12 AM","6/12/2025, 8:21:54 AM","6/12/2025, 8:25:03 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),189,,6/11/2025,1,1,3,7,41,35,26,15,0,0,0,2,39,25,0,12,1,3,uuid:8ed30ba9-6a97-4931-ac27-3b633a8a76f9,2505131025,uuid:8ed30ba9-6a97-4931-ac27-3b633a8a76f9
"6/12/2025, 8:30:34 AM","6/12/2025, 8:28:36 AM","6/12/2025, 8:30:27 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),112,,6/11/2025,1,1,4,5,8,6,6,2,0,0,0,0,8,5,0,0,3,0,uuid:294fe522-ce5b-42a1-9e33-ae63278db93b,2505131025,uuid:294fe522-ce5b-42a1-9e33-ae63278db93b
"6/12/2025, 9:45:36 PM","6/12/2025, 9:08:04 PM","6/12/2025, 9:15:29 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),445,,6/12/2025,6,4,1,0,9,9,6,3,5,3,1,0,0,7,0,0,1,1,uuid:60753ba4-9443-472a-95ba-37c070e81783,2505131025,uuid:60753ba4-9443-472a-95ba-37c070e81783
"6/12/2025, 9:45:36 PM","6/12/2025, 9:15:52 PM","6/12/2025, 9:21:45 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),352,,6/12/2025,6,4,2,0,15,15,0,15,0,0,0,7,12,15,0,3,0,1,uuid:e5f1bf77-c07a-4b2a-b8dd-e9ba9d06a7db,2505131025,uuid:e5f1bf77-c07a-4b2a-b8dd-e9ba9d06a7db
"6/12/2025, 9:45:37 PM","6/12/2025, 9:37:46 PM","6/12/2025, 9:39:12 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),86,,6/12/2025,6,4,3,4,18,18,6,12,0,0,0,0,18,13,1,2,1,1,uuid:84010ed0-2b11-401c-9131-3a8e9a6665e1,2505131025,uuid:84010ed0-2b11-401c-9131-3a8e9a6665e1
"6/12/2025, 9:45:37 PM","6/12/2025, 9:39:19 PM","6/12/2025, 9:42:38 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),199,,6/12/2025,6,4,4,0,10,10,7,3,0,0,0,0,10,7,0,3,0,0,uuid:74e77a8d-5cd3-40d8-b7bc-dce36b4b362a,2505131025,uuid:74e77a8d-5cd3-40d8-b7bc-dce36b4b362a
