SubmissionDate,starttime,endtime,deviceid,devicephonenum,username,device_info,duration,caseid,Date,Enumerator,Hospital,BAT,BST,BET,Breakfast,LAT,LST,LET,Lunch,Male,Female,Female_caregivers,Male_caregivers,age_group_1,age_group_2,age_group_3,age_group_4,age_group_5,Kigali,South,East,North,West,DAT,DST,DET,Dinner,Challenge_satisfaction,Recommendation,Audio,Image,instanceID,formdef_version,KEY
"2/5/2025, 8:55:28 AM","2/4/2025, 8:26:20 PM","2/5/2025, 8:55:21 AM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),2155,,2/4/2025,0,2,7:05:24 AM,7:20:29 AM,7:55:43 AM,219,1:45:12 PM,2:15:13 PM,2:51:14 PM,259,47,125,71,6,13,9,21,47,82,137,13,8,12,2,6:38:18 PM,7:10:19 PM,8:07:20 PM,200,"The children 's milk they brought at night was spoiled.

The Night meals arrived at the hospital late and we lacked the helpers to carry the meals up to the patients causing some patients to not get food because their helpers were going home.

About 67 fistula patients were discharged  due to a good treatment  and nutrition we gave them,they thanked us for taking good care of them and helping them to recover quickly.",N/A,,,uuid:4369fb84-1324-47a2-ba83-c6bb9b8414d8,2409151815,uuid:4369fb84-1324-47a2-ba83-c6bb9b8414d8
"2/5/2025, 9:50:14 AM","2/3/2025, 10:06:54 AM","2/4/2025, 4:33:29 PM",358352081545512,,muhima,KDDI|SOV36|9|SurveyCTO Collect 2.81.4 (461ba40),331,,2/3/2025,6,1,6:38:21 AM,6:48:35 AM,7:24:45 AM,154,12:34:26 PM,12:46:39 PM,1:29:40 PM,249,52,102,82,13,12,2,7,18,115,86,13,38,14,3,4:32:04 PM,4:45:17 PM,5:16:18 PM,161,"Today, the meals were satisfactory, and all beneficiaries received an adequate amount based on their dietary requirements. The number of people we serve daily continues to rise with the addition of two new wards that have started accepting patients. Two patients who were on special daily diets have been discharged following improvements in their health, and both the patients and their caregivers are grateful to Solid Africa.",None,,,uuid:eba423bf-1030-479c-91f5-917ce462c6f1,2409151815,uuid:eba423bf-1030-479c-91f5-917ce462c6f1
"2/5/2025, 10:05:14 AM","2/4/2025, 4:33:31 PM","2/5/2025, 10:05:02 AM",358352081545512,,muhima,KDDI|SOV36|9|SurveyCTO Collect 2.81.4 (461ba40),862,,2/4/2025,6,1,6:53:08 AM,7:05:18 AM,7:46:26 AM,166,1:01:55 PM,1:15:25 PM,2:30:30 PM,257,55,114,79,9,14,1,4,22,128,91,12,42,18,6,4:56:23 PM,5:08:43 PM,6:02:43 PM,156,"Today the meals were delicious and two women who were on special diets in maternity infections room 5 have been discharged as their surgical wounds have healed and their health has improved significantly. In neonatology rooms where women receive special meals, they are grateful to Solid for providing ample quantities of porridge, which has helped them produce enough breast milk for their babies.
The day was successful every one received the meals.",None,,,uuid:97e7ed36-21ca-4198-ad5e-b37e7fddb33b,2409151815,uuid:97e7ed36-21ca-4198-ad5e-b37e7fddb33b
"2/6/2025, 8:50:25 AM","2/5/2025, 10:05:38 AM","2/6/2025, 8:50:20 AM",358352081545512,,muhima,KDDI|SOV36|9|SurveyCTO Collect 2.81.4 (461ba40),864,,2/5/2025,6,1,6:30:59 AM,6:45:09 AM,7:32:19 AM,168,1:03:09 PM,1:11:37 PM,2:25:37 PM,259,56,106,81,16,15,1,4,19,123,87,13,44,15,3,4:41:25 PM,4:51:32 PM,5:41:34 PM,157,"After serving lunch, we visited patients in various hospital wards. We encountered individuals unable to afford necessary medications due to financial constraints. Additionally, we met patients on daily special diets who, as they began to heal, expressed that our meals were significantly beneficial to them.

Overall, the day was successful, as the meals provided were both nutritious and sufficient in quantity for all beneficiaries.",None,,,uuid:476a60fb-c5a0-4b33-bd95-6f63eda0c0d5,2409151815,uuid:476a60fb-c5a0-4b33-bd95-6f63eda0c0d5
"2/6/2025, 9:50:16 AM","2/5/2025, 4:47:52 PM","2/6/2025, 9:50:07 AM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),1652,,2/5/2025,0,2,7:16:52 AM,7:31:56 AM,8:00:00 AM,2,12:48:20 PM,1:10:29 PM,2:05:36 PM,231,47,107,71,6,17,5,18,50,64,102,22,12,8,0,6:15:11 PM,6:28:20 PM,6:52:28 PM,204,"All beneficiaries received their meals and were very grateful to solid Africa.

There is a patient who we give him juice  to every day he was in isolation room with tuberculosis and anaemia,the Nutritionist told us that the patient is fine,he has recovered  and was discharged from the hospital ,she said that we helped him to recover quickly
.we gave him a healthy diet,milk and egg every day.
The Nutritionist and social worker  and that patient  thanked us for the good work we do.",N/A,,,uuid:9885535e-cf6d-4cb7-866a-998affd92cec,2409151815,uuid:9885535e-cf6d-4cb7-866a-998affd92cec
"2/6/2025, 12:48:02 PM","11/6/2024, 11:12:19 AM","1/23/2025, 3:31:31 PM",2228bfbb108d29cb,,chuk,google|Pixel 3a|12|SurveyCTO Collect 2.81.4 (461ba40),11995,,1/6/2025,4,3,7:04:45 AM,7:15:56 AM,7:45:13 AM,138,3:25:30 PM,3:51:59 PM,4:40:19 PM,148,16,87,34,9,32,3,39,29,45,81,14,21,10,22,5:45:45 PM,5:53:02 PM,6:40:25 PM,123,"Today's meals were satisfying and served in sufficient quantities for all sessions, bringing happiness to the beneficiaries.for Breafast, everyone porridge, bread",".Lunch went well.
 All patients got their meals
we provided the child with milk, eggs, porridge and fruit. the mother expressed deep gratitude highlighting the importance of the solid African",,,uuid:e6fccde1-fe70-4ad2-8c38-b7aa7600d1e5,2409151815,uuid:e6fccde1-fe70-4ad2-8c38-b7aa7600d1e5
"2/6/2025, 9:51:51 PM","2/6/2025, 12:44:57 PM","2/6/2025, 9:51:45 PM",ea67cb053b6c77ee,,chuk,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),1481,,2/6/2025,1,0,6:45:55 AM,7:26:15 AM,9:22:28 AM,396,11:49:16 AM,11:18:42 AM,12:06:55 PM,456,96,132,150,78,0,0,46,80,102,63,73,0,48,44,4:55:40 PM,5:17:15 PM,6:48:18 PM,389,"On November 12, 2025, the hospital admitted a male patient from Butare who had suffered severe burns covering his entire body. Initially, he was able to care for himself, but as his condition worsened, he became completely dependent on medical care and support.

Recognizing his critical state, we provided urgent care and a specialized nutrition plan to aid his recovery. He received three eggs daily along with soup every morning and evening. After three weeks, we introduced a special diet including vegetables, milk, and continued the egg intake to strengthen his body.

Today, he is showing significant improvement. Though he still requires support, his condition is much better, and he is on the path to recovery.",N/A,,,uuid:9c412091-ff1b-4a27-ada7-a30b32e33bcb,2409151815,uuid:9c412091-ff1b-4a27-ada7-a30b32e33bcb
"2/7/2025, 8:56:52 AM","2/6/2025, 9:03:49 AM","2/7/2025, 8:48:08 AM",358352081545512,,muhima,KDDI|SOV36|9|SurveyCTO Collect 2.81.4 (461ba40),698,,2/6/2025,6,1,6:46:19 AM,7:00:26 AM,7:42:40 AM,159,4:38:22 PM,4:56:32 PM,5:59:43 PM,265,64,107,81,13,13,2,6,26,124,94,12,46,15,4,4:38:26 PM,4:56:27 PM,5:59:09 PM,265,"The day went smoothly, with each session running as planned. The meals were both good and sufficient for all the hospital's beneficiaries. Due to the specific needs of patients in isolation rooms for M. Pox, we, along with their doctors, decided to add milk and eggs to their meals. Overall, everyone received meals tailored to their individual dietary requirements.",None,,,uuid:9ce9c7ce-09da-4a5f-ba45-26d5c346d413,2409151815,uuid:9ce9c7ce-09da-4a5f-ba45-26d5c346d413
"2/7/2025, 9:03:50 AM","2/6/2025, 9:04:54 PM","2/7/2025, 9:03:41 AM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),1525,,2/6/2025,0,2,7:23:32 AM,7:39:46 AM,8:31:59 AM,214,3:23:08 PM,3:40:09 PM,4:38:10 PM,235,41,124,61,9,16,6,18,45,80,124,11,12,9,9,6:08:08 PM,6:25:09 PM,7:04:11 PM,208,"All beneficiaries received their meals and were very satisfied with it.

The day went smoothly, the food was delicious  and there was enough for everyone .
In infection ward three patients recovered after spending a week in the hospital .
Their families expressed their gratitude to solid Africa for the support provided during their time in the hospital.",Three patients from isolation room discharged from the hospital.,,,uuid:68ac3f2c-5913-4e42-9b98-53d07a890653,2409151815,uuid:68ac3f2c-5913-4e42-9b98-53d07a890653
"2/7/2025, 9:45:45 AM","2/7/2025, 8:55:19 AM","2/7/2025, 9:45:38 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.4 (461ba40),2701,,2/7/2025,4,3,7:00:56 AM,7:15:17 AM,7:55:23 AM,122,2:55:50 PM,3:28:31 PM,4:14:54 PM,144,12,81,65,6,9,15,6,27,23,34,9,9,24,9,5:33:19 PM,6:04:30 PM,6:43:56 PM,104,"Challenge We encountered it yesterday. So the food arrived at the hospital and we were late in feeding the patients because we found other people there who came to help!!

But otherwise, the day went very well! The patients were happy that we were continuing to care for them and wished Solid Africa a blessing.",None,,,uuid:cdbdbe92-11ff-4e7b-9e1f-189cb277dc6b,2412091707,uuid:cdbdbe92-11ff-4e7b-9e1f-189cb277dc6b
"2/8/2025, 8:11:59 AM","2/7/2025, 8:54:54 AM","2/8/2025, 8:11:54 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.4 (461ba40),2132,,2/7/2025,4,3,6:44:33 AM,7:10:44 AM,7:42:50 AM,127,1:34:57 PM,1:58:12 PM,2:37:32 PM,144,11,80,67,6,12,24,25,19,19,40,13,10,20,4,5:10:31 PM,5:34:48 PM,6:19:03 PM,104,"Good morning,As the day progressed, the patients ate porridge and cake in the morning. They told us that this meal satisfied them.

Lunch is served on time and patients tell us that they are very happy that we are taking care of them day after day. Some are surprised to see people feeding them day after day!And they know them morning, noon, and night. Those are some from far away counties!  Indeed
many blessings are being prayed for Solid Africa.",None,,,uuid:31c36c60-207d-4b83-9432-4a1493c18a21,2412091707,uuid:31c36c60-207d-4b83-9432-4a1493c18a21
"2/8/2025, 11:10:58 AM","2/7/2025, 9:14:29 PM","2/8/2025, 11:10:53 AM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),2757,,2/7/2025,0,2,7:20:21 AM,7:30:30 AM,8:01:35 AM,203,1:20:32 PM,1:41:33 PM,2:20:34 PM,220,35,111,61,13,16,6,14,44,67,120,11,8,6,2,5:44:31 PM,6:07:32 PM,6:43:32 PM,196,"All beneficiaries received their meals and were very grateful to us.

We visited Neonatology patients and they told me that we give them health meal  and it help them to have breast milk( colostrum).
But they tell us they also need cleaning equipment  and they don't have ability to buy it.",N/A,,,uuid:c0cd9607-a9c5-4972-b29f-076700d2024d,2409151815,uuid:c0cd9607-a9c5-4972-b29f-076700d2024d
"2/9/2025, 9:43:26 AM","2/9/2025, 8:41:19 AM","2/9/2025, 9:43:15 AM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),2574,,2/8/2025,0,2,5:59:33 AM,6:29:44 AM,6:36:57 AM,207,1:04:09 PM,1:59:10 PM,2:35:11 PM,219,34,111,61,13,18,4,14,44,65,124,14,4,3,0,6:30:24 PM,6:50:34 PM,8:00:43 PM,195,"There was a patient I visited from surgery  and the doctor told me that he needs at least 2 eggs a day and milk because he has a large ulcers that can cause cancer ,he want to get  better and recover quickly.

Emergency room patients   need equipment for taking meals and something to drink  so they want us to help them  because some of them stay for days.
I asked the social worker if she have any,and she said she  didn't have anything in her stock.",N/A,,,uuid:96d42fb0-a86d-41b6-b3bb-5313e7bfa921,2409151815,uuid:96d42fb0-a86d-41b6-b3bb-5313e7bfa921
"2/9/2025, 9:34:36 PM","2/9/2025, 8:43:55 PM","2/9/2025, 9:34:30 PM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),1505,,2/9/2025,0,2,7:33:19 AM,7:40:24 AM,8:10:37 AM,211,1:30:36 PM,1:45:37 PM,2:43:38 PM,216,35,109,59,13,16,6,18,44,60,129,11,1,3,0,5:47:09 PM,6:08:10 PM,7:15:26 PM,193,"All beneficiaries received their meals and were very grateful to solid Africa.

Beneficiaries from infection  are grateful for our care and said that they are receiving special meals,milk and eggs  and they are hopeful that they will recover soon.

There is a patient who has been in the hospital for 4 months in surgery ward.the criminals gave him acid in the water and his intestines  are damaged ,he was unable to eat,drink speaking etc.
We started giving him souce,milk and Pottage  now he has reached a satisfactory level,he even started eating  simple food.",Two patients from surgery discharged from the hospital,,,uuid:4e68ffe3-6974-4133-bc61-cfd16ad19f41,2409151815,uuid:4e68ffe3-6974-4133-bc61-cfd16ad19f41
"2/10/2025, 3:16:42 AM","2/9/2025, 2:29:12 PM","2/10/2025, 3:16:37 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.4 (461ba40),3432,,2/8/2025,4,3,8:45:50 AM,8:55:02 AM,9:24:25 AM,127,1:19:05 PM,1:41:36 PM,2:47:38 PM,146,12,86,39,9,20,10,15,36,17,42,7,11,23,15,5:50:22 PM,6:09:07 PM,6:47:10 PM,107,"Good morning,
I loved this day very much! All the patients had breakfast! They drank porridge and cake, some even had milk! For lunch we fed them potatoes, isombe and beans.
 In the evening, they ate a mixture of potatoes and vegetables!These mothers drink porridge and others drink tea! It's been a good day!

The patient we spoke to was one of the people we recently bought medicine from. She told us that her child came in very bad shape! Now he is able to eat something like milk or porridge! She is very grateful to Solid Africa for the food they bring them every day. That's how they take care of them. In every way!",None,,,uuid:04cdebf7-3e38-4668-a6aa-a493e0a0b5da,2412091707,uuid:04cdebf7-3e38-4668-a6aa-a493e0a0b5da
"2/10/2025, 5:44:12 PM","2/7/2025, 8:58:43 AM","2/10/2025, 5:19:30 PM",358352081545512,,muhima,KDDI|SOV36|9|SurveyCTO Collect 2.81.4 (461ba40),567,,2/7/2025,6,1,6:42:52 AM,6:51:01 AM,7:40:14 AM,157,12:40:15 PM,12:50:18 PM,1:57:22 PM,250,54,101,81,14,13,1,3,13,125,89,8,43,12,3,4:18:49 PM,4:28:50 PM,5:15:51 PM,152,The day was successful,None,,,uuid:68bbeb78-4d8e-4257-a409-a58c8df9fe56,2409151815,uuid:68bbeb78-4d8e-4257-a409-a58c8df9fe56
"2/10/2025, 5:44:15 PM","2/10/2025, 5:19:34 PM","2/10/2025, 5:32:13 PM",358352081545512,,muhima,KDDI|SOV36|9|SurveyCTO Collect 2.81.4 (461ba40),759,,2/8/2025,6,1,6:40:45 AM,6:51:46 AM,7:30:55 AM,144,11:48:47 AM,12:00:57 PM,1:12:07 PM,252,51,99,87,15,13,1,2,11,123,88,6,43,11,2,4:48:05 PM,4:55:11 PM,6:05:22 PM,155,The day went smoothly.,None,,,uuid:ed8f8144-9759-403e-988f-c2368372c548,2409151815,uuid:ed8f8144-9759-403e-988f-c2368372c548
"2/10/2025, 5:44:16 PM","2/10/2025, 5:32:19 PM","2/10/2025, 5:41:19 PM",358352081545512,,muhima,KDDI|SOV36|9|SurveyCTO Collect 2.81.4 (461ba40),540,,2/9/2025,6,1,6:37:40 AM,6:48:50 AM,7:20:52 AM,152,12:34:52 PM,12:50:06 PM,1:55:07 PM,252,51,98,87,16,14,1,3,12,119,85,7,42,13,2,4:39:00 PM,4:50:09 PM,5:40:11 PM,158,"The day went smoothly, with the meals being both delicious and sufficient for breakfast, lunch, and dinner. The beneficiaries are deeply grateful for the support.",None,,,uuid:3b88cf01-85f5-43bc-ab6f-d03f14702ecd,2409151815,uuid:3b88cf01-85f5-43bc-ab6f-d03f14702ecd
"2/10/2025, 9:31:36 PM","2/10/2025, 5:29:09 PM","2/10/2025, 9:31:26 PM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),2217,,2/10/2025,0,2,7:18:43 AM,7:28:47 AM,8:08:56 AM,218,2:04:04 PM,2:28:05 PM,3:05:05 PM,225,35,120,62,8,16,6,24,44,65,123,17,11,4,0,7:00:35 PM,7:07:35 PM,7:37:36 PM,197,"All patients and their caregivers received their meals and were very satisfied with the meals.

Some patients in the infection ward  said they had ulcers that refused to recover because they were made surgery  more than one times.they wanted us to give them two eggs ,milk and special diet  because that's what  the doctor ordered.

To day we received patient in isolation room with monkey pox, he has sores all over his body  and in the mouth ,he can't eat and drink.
We were asked by the Nutritionist  to support him by giving him pottage,sauce ,milk and cold juice because she hasn't  made a menu for him yet.",N/A,,,uuid:4cd56102-6220-41b7-8a3f-65a185fe6379,2409151815,uuid:4cd56102-6220-41b7-8a3f-65a185fe6379
"2/11/2025, 7:06:18 AM","2/10/2025, 8:38:14 PM","2/11/2025, 7:06:10 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.4 (461ba40),9000,,2/10/2025,4,3,6:45:58 AM,7:07:26 AM,8:40:02 AM,128,2:05:42 PM,2:26:50 PM,3:00:05 PM,156,19,88,39,10,27,15,20,37,8,54,9,11,21,12,6:15:10 PM,6:34:31 PM,7:17:59 AM,114,"Good morning, 
As the day progressed, breakfast was served to all the patients who had porridge and bread. 
The lunch prepared for the patients was delicious, they all ate it! And they were satisfied with the food we gave them.

Yesterday we started a new system for placing patients in the system, and we explained it to them.That there is another way we have started using to give them cards! That way will be easier for them and they will not always be told that their cards are different. We have also encountered this, It's just a challenge as we keep going and doing it and getting better at it! 

Thank you",None,,,uuid:dd85e0a6-7054-426f-8a71-2d014c24cc36,2412091707,uuid:dd85e0a6-7054-426f-8a71-2d014c24cc36
"2/11/2025, 8:22:32 AM","2/9/2025, 8:13:52 PM","2/11/2025, 8:22:16 AM",8b1ba51b8d99b240,+250796164370,Muhima,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),2804,,1/9/2025,4,3,6:45:51 AM,6:57:55 AM,7:20:18 AM,131,1:23:40 PM,1:37:55 PM,2:26:28 PM,147,9,91,36,11,16,9,16,40,19,45,7,17,21,10,6:10:50 PM,6:20:56 PM,6:58:12 PM,142,"Gd morning,
How was your day at the hospital.
In the morning we gave the patients
Porridge and bread.for lunch we gave
Them nutritious food, consisting of vegetables and spaghetti and saurce, there are the children in the pediatric ward. For the mothers we gave them bananas,
Vegetables and sauce. They are very grateful to solid Africa for taking care of them every day.",None,,,uuid:1383add8-ee7e-484d-9f95-1c84fa351a01,2412091707,uuid:1383add8-ee7e-484d-9f95-1c84fa351a01
"2/11/2025, 9:37:35 AM","2/10/2025, 5:44:34 PM","2/11/2025, 8:31:34 AM",358352081545512,,muhima,KDDI|SOV36|9|SurveyCTO Collect 2.81.4 (461ba40),832,,2/10/2025,6,1,6:40:04 AM,6:50:08 AM,6:36:18 AM,148,12:48:19 PM,1:15:41 PM,2:03:48 PM,293,62,128,87,16,16,3,6,24,141,114,10,52,11,3,5:30:45 PM,5:42:00 PM,6:30:01 PM,207,"Today, after serving breakfast, we began the new digital movements of mvts with Darius. As a result, the beneficiaries demonstrated a good understanding of the system, which is also helpful for our tasks. However, registering new patients takes quite a bit of time.

Overall, the day was successful—everything went smoothly, the meals were satisfying, and there was enough for everyone. The beneficiaries were happy to receive them.",None,,,uuid:fb19b42b-06d2-44a2-9da0-47868f759e83,2409151815,uuid:fb19b42b-06d2-44a2-9da0-47868f759e83
"2/11/2025, 10:52:59 PM","2/11/2025, 3:57:33 PM","2/11/2025, 10:52:50 PM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),4401,,2/11/2026,0,2,7:39:28 AM,7:50:29 AM,8:24:29 AM,220,1:27:06 PM,1:40:07 PM,2:50:07 PM,228,35,123,62,8,17,7,16,48,70,138,10,2,5,3,5:57:55 PM,6:12:56 PM,6:47:57 PM,199,N/A,"All the patients didn't get enough food and no vegetables were given to all the patients, except beans were given to fistulas and caregivers( regular menu).

A meals given to TB and monkey pox patients were not enough,because they received a half of plate.

There was a little milk at lunch,we gave it to the patients  who were using tubes,those in isolation room couldn't get it because it wasn't enough.

There are a patients  who use pottage without salt because they are forbidden by doctors to eat it,the pottage prepared today all contain salt,so those patients who use pottage without salt  have never seen anything to put in the tube except milk.

There was no porridge of mothers  found at night we gave them black tea.

At night patients who consume  no salt diet were given only green banana without vegetables.",,,uuid:cc0eebbf-acb0-4d25-a8e4-20bec4251dc0,2412091707,uuid:cc0eebbf-acb0-4d25-a8e4-20bec4251dc0
"2/12/2025, 4:51:47 AM","2/12/2025, 4:34:35 AM","2/12/2025, 4:51:41 AM",ea67cb053b6c77ee,,chuk,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),1026,,2/11/2025,1,0,6:55:42 AM,7:14:00 AM,9:35:01 AM,411,11:39:16 AM,12:04:43 PM,2:36:51 PM,460,100,130,150,80,20,31,42,85,52,33,70,11,61,55,4:40:09 PM,5:33:03 PM,7:41:11 PM,456,"Today, we had a wonderful time with our guests. We served together, and they were very happy with the experience. The CEO showed great interest in our new system (MVTS) and expressed that it is working very well.

Additionally, today was a special day as we celebrated Patients' Day in our kitchen. The patients were delighted, especially during the cake-cutting moment. Many people who attended were grateful for Solid Africa’s continuous dedication to caring for patients every single day.",N/A,,,uuid:509a088d-a659-4b9c-a0cc-425a90e5b003,2409151815,uuid:509a088d-a659-4b9c-a0cc-425a90e5b003
"2/12/2025, 8:50:41 AM","2/11/2025, 9:29:07 PM","2/12/2025, 8:50:33 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.4 (461ba40),5542,,2/11/2025,4,3,7:18:06 AM,7:30:34 AM,8:30:43 AM,128,1:35:03 PM,1:51:17 PM,2:29:35 PM,158,21,91,40,6,23,8,29,29,21,54,9,11,19,15,5:48:17 PM,6:00:32 PM,6:50:46 PM,118,"Good mornin,
 Breakfast the patients drank porridge and ate cake.
The lunch was good! The patients were happy We gave them lunch! They told us that we cooked delicious food for them that day and that they had missed them, they ate sweet potatoes, mixed beans, vegetables and sauce! These mothers ate potatoes.

For dinner they had potatoes, mixed vegetables and beans! These mothers drink porridge and others we give them tea.Well presented.",None,,,uuid:ca25b075-bdb8-4568-a02f-1af5d4095079,2412091707,uuid:ca25b075-bdb8-4568-a02f-1af5d4095079
"2/12/2025, 9:21:16 AM","2/11/2025, 9:38:00 AM","2/12/2025, 9:19:04 AM",358352081545512,,muhima,KDDI|SOV36|9|SurveyCTO Collect 2.81.4 (461ba40),758,,2/11/2025,6,1,6:42:43 AM,6:54:44 AM,7:40:52 AM,184,1:14:12 PM,1:27:26 PM,2:35:30 PM,287,64,123,83,17,15,4,8,24,136,94,12,58,18,5,4:31:09 PM,4:49:31 PM,5:55:37 PM,203,"The three sessions of the day were successful, with delicious meals served in ample quantities for all beneficiaries. During lunch, we added a meal plus yellow to the patients' plates. In the infections room, two women were discharged after their surgical wounds had healed. Overall, I believe the day was a success, and the beneficiaries expressed their appreciation.",None,,,uuid:c079e78e-2022-4d7e-ab9d-5fed34f455e0,2409151815,uuid:c079e78e-2022-4d7e-ab9d-5fed34f455e0
"2/12/2025, 9:32:47 PM","2/12/2025, 7:16:11 PM","2/12/2025, 9:32:41 PM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),2223,,2/12/2025,0,2,7:22:57 AM,7:46:30 AM,8:19:04 AM,220,1:04:22 PM,1:13:22 PM,2:00:23 PM,227,35,122,62,8,16,8,16,45,72,137,13,4,3,0,6:12:25 PM,6:24:26 PM,7:05:27 PM,198,"A dinner meals became less so that about 9 patients  didn't get it.

All patients  are generally happy with a new system  of providing them  with food vouchers code, they said that they will no longer have to worry about missing  meals due to the lack of meal vouchers.even keeping  the code we gave them is easier than keeping the  paper they were given before.

The three  patients in the isolation room  were discharged from the  hospital  because they had already recovered .and they thanked us  for taking care of them in every possible way.",N/A,,,uuid:08916466-67a8-40df-8e7d-3f14e95b67ee,2412091707,uuid:08916466-67a8-40df-8e7d-3f14e95b67ee
"2/13/2025, 9:59:24 AM","2/12/2025, 8:26:53 PM","2/13/2025, 9:59:19 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.4 (461ba40),454,,2/12/2025,4,3,6:55:14 AM,7:15:25 AM,7:54:40 AM,126,12:50:45 PM,1:09:31 PM,1:50:32 PM,157,15,95,43,6,21,9,26,39,19,49,12,9,21,19,5:35:05 PM,5:57:13 PM,6:32:27 PM,115,"Good morning 

That day for breakfast we served porridge and bread, and we served it in a good way!
The lunches prepared for the patients were delicious and they were very happy! These mothers in the neo community told us that the isombe helps them get more milk.

Dinner, the patients' meals came and we were serving them in a good manner. We faced a challenge when a patient came and took food more than once. We asked who he wanted to take it from.He took the tea we gave him and poured it into the food! Luckily, we were almost done serving.",None,,,uuid:3b684472-81b0-4ce5-9e56-74e7b9af7878,2412091707,uuid:3b684472-81b0-4ce5-9e56-74e7b9af7878
"2/13/2025, 10:24:13 AM","2/12/2025, 9:21:23 AM","2/13/2025, 10:23:10 AM",358352081545512,,muhima,KDDI|SOV36|9|SurveyCTO Collect 2.81.4 (461ba40),492,,2/12/2025,6,1,6:42:42 AM,6:55:09 AM,7:30:17 AM,171,1:35:08 PM,1:48:22 PM,2:59:23 PM,285,62,118,89,16,17,3,6,24,130,97,11,52,18,2,5:22:33 PM,5:31:44 PM,6:35:48 PM,183,"Today, we continued registering new patients into the meal voucher ticket system, as well as updating information for those already enrolled. Most patients provided their details easily, except for those in critical condition without caregivers. Additionally, completing the registration in the morning was challenging due to the doctor's rounds.

The meals for the day were satisfactory, and the portion sizes were sufficient, ensuring everyone received their proper share. Overall, it was a successful day, and the beneficiaries expressed their gratitude.",None,,,uuid:985b1f64-85b9-4b8d-b9a7-8223c764fac0,2409151815,uuid:985b1f64-85b9-4b8d-b9a7-8223c764fac0
"2/14/2025, 7:53:14 AM","2/14/2025, 12:41:37 AM","2/14/2025, 7:53:07 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.4 (461ba40),2596,,2/13/2025,4,3,6:35:25 AM,6:57:01 AM,7:32:06 AM,127,1:57:18 PM,2:22:39 PM,3:02:02 PM,155,19,87,44,5,22,14,16,39,16,44,16,9,21,17,5:07:38 PM,5:20:06 PM,6:00:06 PM,115,"Good morning,
Our day went well among the patients! Breakfast was well-prepared, lunch was well-prepared, and dinner was also very well-prepared!

The problem of no sugar porridge is not being addressed to us.Patients taking sugar-free cream. We asked them to be patient with us regarding the issue that arose!",None,,,uuid:2576392c-4ebc-4d7e-b66c-9617facebe01,2412091707,uuid:2576392c-4ebc-4d7e-b66c-9617facebe01
"2/14/2025, 8:45:14 AM","2/13/2025, 8:37:46 PM","2/14/2025, 8:45:00 AM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),2380,,2/13/2025,0,2,7:13:09 AM,7:30:17 AM,8:03:28 AM,219,2:28:52 PM,2:47:52 PM,3:27:53 PM,229,39,125,58,7,18,8,24,44,70,134,12,8,9,1,5:42:39 PM,6:00:39 PM,6:49:40 PM,196,"The meals provided to isolation  patients was very limited.They even said that They can't eat it because it's dry and doesn't even have sauce. They wanted us to provide enough meals  and even  give them sauce on the side because they need it too.

There are other patients in the pediatrics department.We were asked by the nutritionist to give them eggs every day because they are also one of them who needs it.because they need protein and some of them can not breastfeed.",N/A,,media\1739515087828.jpg,uuid:92d01c3d-9974-4b8c-8771-56f2284ebb4d,2412091707,uuid:92d01c3d-9974-4b8c-8771-56f2284ebb4d
